item_id,title,images,categories,description,details,average_rating,rating_number
b00005n7oq,"horoscope guide - ceased offer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/5103ufJ49rL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5103ufJ49rL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Lqw8Hq5bL._AC_SL1024_.jpg'}",magazine subscriptions,"this magazine encourages greater self-awareness in its readers. in addition to providing daily horoscopes, it also gives advice for using the stars to help an individual navigate through life's difficult situations.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Kappa Publishing Group'}",2.1,2
b0018mq2zg,"rolling stone june 11 1998 #788 johnny depp cover, linda mccartney by yoko ono, beastie boys, smashing pumpkins, sean lennon,paperback","{'thumb': 'https://m.media-amazon.com/images/I/51MZWwycTlL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51MZWwycTlL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/718XzFCYOGL._AC_SL1153_.jpg'}",magazine subscriptions,"rolling stone magazine, issue 788, june 1998, johnny depp cover","{'Date First Available': 'April 18, 2007', 'Manufacturer': 'Straight Arrow Publishers'}",5.0,1
b000amxxmu,"international association for counterterrorism & security pr,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Intl Assn Counterterrorism &'}",5.0,1
b002ct51ec,"parenting school years,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/511fUvtaLjL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/511fUvtaLjL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71aUUlDul7L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Bonnier Corporation'}",4.3,6
b000gb72y0,"american angler,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61QbrKV3R7L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61QbrKV3R7L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A102enS5idL._AC_SL1500_.jpg'}",magazine subscriptions,"american angler, the magazine of fly fishing and fly tying, provides expert advice and practical information about fly fishing techniques, fly tying tips, entomology, conservation and equipment. our features cover both destinations and home waters. if you want complete information on fly fishing for trout, salmon, steelhead and other fish, as well as practical tips on the tactics, techniques, tackle and flies that will bring greater success and more enjoyment from your time on stream and at the tying vise, american angler is the magazine for you!","{'Date First Available': 'September 19, 2006', 'Manufacturer': 'Morris Communications Corp.'}",4.7,11
b00rbp2h9y,"bon appetit all access,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51RGcI+MuHL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51RGcI+MuHL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71HetWzBEBL._AC_SL1020_.jpg'}",magazine subscriptions,"bon appétit focuses on what's ""now"" in the world of food, drink and entertaining. each issue is filled with valuable cooking tips, tricks and most of all, recipes. enjoy great menus, cozy dinners and advice from some of the best writers in food. don't miss out — subscribe today!","{'Date First Available': 'December 22, 2014', 'Manufacturer': 'Conde Nast'}",1.0,1
b000063xkc,simply the best,"{'thumb': 'https://m.media-amazon.com/images/I/51F10B2BSGL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51F10B2BSGL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",1.0,1
b00006kacl,"cosmetic world,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51DSKPSWE9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DSKPSWE9L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,covers the cosmetics industry.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Cosmetic World Inc'}",1.0,1
b07cxby1tt,"shape,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51v-81k1P8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51v-81k1P8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81G5ouc9chL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 14, 2018', 'Manufacturer': 'Meredith Corporation'}",4.3,93
b000lxs9qi,"cosmogirl!,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61wRlDfhnaL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61wRlDfhnaL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Hearst Magazines'}",4.5,2
b000089g4k,"ohio game & fish,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51xrfWrA1wL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51xrfWrA1wL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91yWE8RigNL._AC_SL1500_.jpg'}",magazine subscriptions,your guide to ohio's hottest places to hunt and fish this year.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Outdoor Sportsman Group - Integrated Media'}",4.2,3
b00006kdy9,"fashion magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51VJaSQb7YL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VJaSQb7YL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91wNAorvQtL._AC_SL1500_.jpg'}",magazine subscriptions,"canada's only fashion magazine with regional editions. so now you don't just see great fashion, but you find out where to get it where you live. featuring fashion news, expert beauty advice, product information, where to shop and what's hot.","{'Date First Available': 'December 31, 2022', 'Manufacturer': 'St Joseph Media'}",1.0,1
b00007avag,"antiqueweek - eastern edition,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61AD15JY5YL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61AD15JY5YL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"with its staff of editorial experts,, antiqueweek, presents timely and accurate news coverage of the antiques and auction industry. capsule summaries from around the country appear in every issue of their respective regional editions in the, antiqueweek, auction roundup., antiqueweek, has been published every monday, 51 weeks per year, since 1968. the eastern edition focuses on the mid-atlantic states and the auctions, shops and malls that take place there. if you're looking for event calendars to plan your next antiquing session, look no further., important issues in the auction industry are discussed in auction time, a weekly column by auctioneer and attorney, steve proffitt. additional commentary is provided regularly by veteran, antiqueweek, editor, connie swaim and, antiqueweek, staff., antiqueweek, readers consist of industry experts, such as appraisers and auctioneers, to the common collector and home decorator. recent readership surveys show 81 percent of, antiqueweek, readers rely on only one antiques newspaper , antiqueweek, .","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Midcountry Media Inc'}",4.0,1
b00007m2km,"donna moderna,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"donna moderna is an italian-language women's magazine with features on health, fashion, beauty, diet, cooking, and interior design.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Press Di Distr Stampa Mult Srl'}",5.0,1
b00006k91h,classic images,"{'thumb': 'https://m.media-amazon.com/images/I/61WqJck4PbL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61WqJck4PbL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,15
b016yzklui,"lake ontario outdoors,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61KWz1n+fEL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61KWz1n+fEL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"this quarterly magazines is your outdoor sport resource for the lake ontario region! expert how-to, where-to, and when-to information on hunting and fishing on and around the big pond.","{'Date First Available': 'October 21, 2015', 'Manufacturer': 'Fish Us Llc'}",5.0,1
b00006km0h,"liberty magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,deals with church-state separation or religious liberty issues.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Review & Herald Publ Assn'}",4.0,1
b007y7ozoe,modified magazine,"{'thumb': 'https://m.media-amazon.com/images/I/513giCEkUdL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/513giCEkUdL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71K1EQgncmL._AC_SL1008_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 26, 2021'}",4.0,1
b01m32ege0,maine home & design,"{'thumb': 'https://m.media-amazon.com/images/I/61suORJVL8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61suORJVL8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",4.0,9
b018ixx1p6,"wwd,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51TiDVFnl4L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TiDVFnl4L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"wwd is the ultimate authority for the fashion, retail and beauty industries. a wwd print subscription is comprised of an oversized weekly print publication containing in-depth analysis of the week's top stories, coverage of major industry issues, and trend forecasts. you'll also receive the wwd daily digital each business day.","{'Date First Available': 'November 25, 2015', 'Manufacturer': 'Fairchild Publishing LLC'}",5.0,1
b00006lbr4,current history,"{'thumb': 'https://m.media-amazon.com/images/I/51Q740E01EL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Q740E01EL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",4.4,4
b00006ks44,"passion mens,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/513R8V2VV7L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/513R8V2VV7L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Passion Beauty'}",1.0,1
b0001ag760,"rc driver,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61JgcafAldL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61JgcafAldL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1EiT-rR-pL._AC_SL1500_.jpg'}",magazine subscriptions,"rc driver magazine is your source for nitro and electric rc cars, trucks and boats. the magazine features many product reviews, massive part guides, vehicle specific how to's, engine tuning techniques, painting and detailing, plus wild projects too! stunning photography, clear writing and entertaining reading put you behind the wheel-all in an educational, family-friendly package.","{'Date First Available': 'February 15, 2007', 'Manufacturer': 'Maplegate Media Publishing'}",3.5,5
b00007j85i,"summa+,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51M4ES3QGTL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51M4ES3QGTL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"presents latinoamerican architectural examples with commentaries, photographs and plans.","{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Donn Sa'}",5.0,1
b000bkpr2a,"trucking,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51FB4qnyxRL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FB4qnyxRL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71jDea-45AL._AC_SL1024_.jpg'}",magazine subscriptions,"serves the information needs of the trucking industry. articles cover the latest products and services available for heavy trucks, support suppliers, and annual conferences.","{'Date First Available': 'December 31, 2022', 'Manufacturer': 'Kelsey Publishing Ltd'}",5.0,2
b09bybj8zt,rv magazine - 1 year auto renew,"{'thumb': 'https://m.media-amazon.com/images/I/51A5FVt3teL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51A5FVt3teL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",4.7,4
b000071i2b,"v & a magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"this is the official magazine of the victoria and albert museum of london. it contains exhibit and event information, artist profiles, essays, previews, and other articles about the museum and its collection.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Cultureshock Media'}",2.0,1
b00006kmd4,"loose leaf lectionary,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"loose-leaf lectionary includes new lectionary readings, homily hints for sundays/holy days, weekday scripture guides, 12 point type, dated readings for each sunday, weekday, and feast day, pronunciation guide, prayers of the faithful for sundays/major feasts. inserts are mailed quarterly.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Liturgical Press'}",2.0,1
b01hvtkdt0,"vette,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/514s2SrNRfL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/514s2SrNRfL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71vH0eIfIlL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'July 2, 2016', 'Manufacturer': 'The Enthusiast Network'}",3.6,2
b002pxw01c,"maine boats, homes & harbors","{'thumb': 'https://m.media-amazon.com/images/I/6130kVFyv-L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/6130kVFyv-L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1s1Nwab6oL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",4.7,5
b005fhw9dy,"urban ink,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51XbF3k-VtL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51XbF3k-VtL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'August 3, 2011', 'Manufacturer': 'Quadra Media Llc'}",3.4,9
b00006k4dm,"artilleryman,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51gowX8FmnL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51gowX8FmnL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"the artilleryman is a quarterly magazine for people who collect and shoot cannons and mortars primarily from the 1750-1900 time period. content includes cannon safety, artillery history, places to visit, book reviews, shoot reports, how-to articles, and artillery news u.s.and abroad.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Artilleryman Magazine'}",5.0,2
b01egfdu7o,"elle [prime member exclusive] - ceased offer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51vyzVJL-CL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51vyzVJL-CL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71QYUdfC5JL._AC_SL1024_.jpg'}",magazine subscriptions,"elle is the world's largest fashion magazine edited for woman with a style - and a mind - of her own. features include lifestyle, culture, entertainment, politics, music, theater and the arts.","{'Date First Available': 'April 18, 2016', 'Manufacturer': 'Hearst Magazines'}",5.0,1
b00h287d44,"badger sportsman,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51jG+obRMZL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jG+obRMZL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"a fishing, hunting and camping guide to wisconsin and the midwest.","{'Date First Available': 'December 3, 2013', 'Manufacturer': 'Badger Sportsman'}",5.0,3
b00006kwzp,"signcraft,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51KS7QTJBDL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KS7QTJBDL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"the magazine for the sign artist and commercial sign shop. includes features on sales, pricing and design.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Signcraft Magazine'}",5.0,3
b00dychf8q,"better beagling - ceased offer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61y5kz8dBjL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61y5kz8dBjL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,better beagling promotes the purebred hunting and field trialing beagles and their owners in north america.,"{'Date First Available': 'July 16, 2013', 'Manufacturer': 'H & H Publishing'}",4.5,15
b00006l0bt,"tuttoscuola,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51ESW48Z9QL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ESW48Z9QL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Tutto Scuola'}",1.0,1
b000vl7ew0,"golf world,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/5165bVp56QL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5165bVp56QL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61RjEjYIJML._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 19, 2013', 'Manufacturer': 'TWOBIU'}",4.5,3
b001i87zds,"classics illustrated regular,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 14, 2008', 'Manufacturer': 'Jack Lake Productions Inc'}",5.0,1
b00006ksxc,"plastics news,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51S8JA2B1VL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51S8JA2B1VL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,published for top north american executives in the plastics industry.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Crain Communications Inc'}",5.0,1
b00007aw17,ceramic review,"{'thumb': 'https://m.media-amazon.com/images/I/41MKT4ZXTVL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MKT4ZXTVL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,1
b0002atysw,walrus,"{'thumb': 'https://m.media-amazon.com/images/I/613wfd3SNaL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/613wfd3SNaL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,2
b00006lc3b,"femme actuelle,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61av1zL3T0L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61av1zL3T0L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"printed in french, femme actuelle is a women s lifestyle magazine that covers diet, exercise, fashion, beauty, health, and travel news from a women s perspective.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Prisma Presse'}",3.0,2
b001dtvm3g,"crains detroit business,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51FHQDKIrzL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FHQDKIrzL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"this is a leading detroit business publication. published weekly for upper-level executives and business owners, it includes award-winning coverage, industry rankings and ""who's who"" listings of manufacturing, health care, commercial and industrial real estate, technology and finance.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Crain Communications Inc'}",3.4,8
b000skwfnc,tina koch und backideen,"{'thumb': 'https://m.media-amazon.com/images/I/61JzkG95MUL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61JzkG95MUL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71AbZzdCgKL._AC_SL1024_.jpg'}",magazine subscriptions,,{},5.0,1
b00006kgi1,"harvard journal of asiatic studies,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51YVB16C1RL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51YVB16C1RL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"a scholarly journal primarily concerned with the languages, literatures, cultures and histories of the countries of eastern and central asia but not with contemporary political or social matters.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Harvard Yenching Institute'}",5.0,1
b0000ccy86,"arkansas gardener,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/610HaPuvtEL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/610HaPuvtEL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"designed exclusively for those interested in home gardening and landscaping in arkansas. an essential resource for anyone who wants in-depth, expert advice on local growing conditions. all stories are written by arkansas and southern gardening experts.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'State By State Gardening'}",5.0,1
b004436wsi,"official portrait of president reagan 1981 photo great americans photos 8x10,single issue magazine","{'thumb': 'https://m.media-amazon.com/images/I/51bmg9FAI6L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bmg9FAI6L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91KSy4kBaPL._AC_SL1500_.jpg'}",magazine subscriptions,"official portrait of president reagan 1981. high quality glossy photo is 8""x10"". professionally produced in a lab, not an inkjet or computer copy. photos are sold from one collector to another no rights are implied or given. all 8x10 photos shipped in safe photo mailers. discount shipping for multiple items.","{'Item Weight': '2 Ounces', 'Date First Available': 'September 22, 2010'}",5.0,1
b000089g3u,"indiana game & fish,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51P5ntX2DSL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51P5ntX2DSL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91YlZdRy9xL._AC_SL1500_.jpg'}",magazine subscriptions,the latest strategies and local hotspots for hoosier outdoorsmen.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Outdoor Sportsman Group - Integrated Media'}",3.6,4
b002pxvyic,jack & jill,"{'thumb': 'https://m.media-amazon.com/images/I/61YFK3dZDgL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61YFK3dZDgL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A14grTYMg7L._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,1
b00fw9d1zu,cross country skier,"{'thumb': 'https://m.media-amazon.com/images/I/51jZgVM1XGL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jZgVM1XGL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,1
b07qlb7q9f,woman's world,"{'thumb': 'https://m.media-amazon.com/images/I/71nHb+whZ+L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/71nHb+whZ+L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",4.7,1469
b00005n7xy,selling power,"{'thumb': 'https://m.media-amazon.com/images/I/51rgnsqpdML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rgnsqpdML._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",2.3,5
b00007lo9z,rabbit hunter,"{'thumb': 'https://m.media-amazon.com/images/I/513ckMv5DXL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/513ckMv5DXL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 15, 2013'}",4.3,13
b00g2gwezu,"time magazine october 28, 2013","{'thumb': 'https://m.media-amazon.com/images/I/41xsEIEWZQL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41xsEIEWZQL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"time magazine october 28, 2013. the united states of texas. iran's middle man. the senate sisterhood","{'Package Dimensions': '10.2 x 7.5 x 0.2 inches; 2.88 Ounces', 'Date First Available': 'October 21, 2013', 'Manufacturer': 'Time Magazine October 28, 2013'}",4.0,3
b000cd68ds,"rundschau fachzeitschrift fuer internationale damenmode und,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Rundschau Verlag'}",5.0,1
b00006kmjp,"macleans magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51uftwuw-9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51uftwuw-9L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"examines the impact of canadian and world news events, trends and issues from a canadian perspective. network of correspondents and bureaus across canada and around the world contribute to weekly sections on politics, business, entertainment, sports, leisure, science, health and technology.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Editions Rogers Media'}",4.0,6
b0000c6jzd,"wedding cakes,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51YKTk5511L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51YKTk5511L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,wedding cakes magazine features information and full dress photographs of a wide variety of cakes by leading designers from around the world.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Squires Kitchen Magazine Publ'}",4.0,1
b00006k1il,acetic acid vinyl acetate,"{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'February 15, 2022'}",5.0,1
